name,price,description,link
nano court training shoes,150.00,"Step out of the gym and onto the court in these Reebok training shoes. Created for any game you play on the court, whether that's tennis, pickleball, padel, racquetball or badminton. They have a Flexweave upper with extra support where you need it most. A herringbone Griptonite rubber outsole provides multidirectional traction to keep you firmly planted on the court., ['Style:', '100204815', 'Gender:', 'Unisex\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-nano-court-training-shoes-white-digital-lime-aqua
nano x4 training shoes,99.99,"The Nano X4 Training Shoes are one of the lightest and most breathable Nano iterations yet. These Reebok training shoes are crafted with enhanced stability and support, without excess design features that add weight. The updated Flexweave woven textile upper is ultralight and a new midfoot ventilation panel allows greater air flow. Ultimate stability comes from the innovative Lift and Run Chassis system, while Floatride Energy Foam cushions every stride., ['Style:', '100074181', 'Gender:', 'Unisex\n', 'Floatride energy foam\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-nano-x4-training-shoes-dynred-black-purgry
nfx training shoes,89.99,"Whether you just joined a gym or already know your way around a barbell, these women's Reebok training shoes are designed to help you meet your fitness goals. The breathable and lightweight mesh upper keeps your feet comfortable while integrated support provides stability during box jumps and all-day wear. The rubber outsole features sidewall wraps for durability and traction indoors and out, with forefoot grooves for flexibility where you need it most., ['Style:', '100205408', 'Gender:', 'Women\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n', 'Upper : mesh\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-nfx-training-shoes-black-midnight-plum-footwear-w
classic leather shoes - grade school,75.00,"On some days, you want to stand out. On other days, staying low-key is more your vibe. These junior boys' shoes bring simple yet timeless style to your look with a heritage Reebok design and signature midsole. Smooth leather creates all-day comfort, so you can take your day in stride., ['Style:', '100010471', 'Gender:', 'Boys\n', 'Leather upper\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-classic-leather-shoes-grade-school-ftwwht-ftwwht-ftwwht
classic leather shoes - toddler,60.00,"Clean kicks for your tiniest OG. Start toddlers off right in old-school Reebok style with these Classic Leather Shoes. They'll look just as good peeking out from a stroller or when your little one is crawling on the carpet. Straps replace the laces for easy on and off., ['Style:', '100010355', 'Gender:', 'Kids\n', 'Eva midsole\n', 'Leather upper\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-classic-leather-shoes-toddler-white-carbon-vecblu
reebok royal prime 2 shoes - pre-school,65.00,"Take his style to the max. A monochromatic design gives these boys' shoes a minimalist look. They're available in classic triple white or black. The durable rubber outsole resists wear so he can play all day and keep his kicks looking fresh., ['Style:', '100044073', 'Gender:', 'Boys\n', 'High abrasion resistant   rubber outsole\n', 'Upper : synthetic\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-reebok-royal-prime-2-shoes-pre-school-cblack-ftwwht-vecred
classic leather shoes - toddler,60.00,"Legit Reebok looks have no age limit. So start your tiny MVP off right in these toddlers' Classic Leather Shoes. Give clean style to your little one with a triple-white, triple-black or contrast color outsole design. Because old-school rocks just as hard on new-school feet., ['Style:', '100001399', 'Gender:', 'Kids\n', 'Eva removable footbed\n', 'Leather upper\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-classic-leather-shoes-toddler-cblack-cblack-cblack
reebok rush runner 5 alt shoes - pre-school,49.99,"These Reebok sneakers are designed for moving. They're crafted with a lightweight panelled upper, padded heel and a cushioned EVA midsole for all-day comfort. A VELCRO strap and heel loop ensure easy on and off., ['Style:', '100202262', 'Gender:', 'Boys\n', 'Rubber outsole\n', 'Upper : textile and       synthetic\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-reebok-rush-runner-5-alt-shoes-pre-school-vectornavy-engineeredaqua-whit
more buckets shoes - preschool,59.99,"Start your MVP's basketball sneaker collection early. These boys' Reebok shoes are made with a mid cut that roots his style in vintage B-ball. The textile upper is lightweight and breathable, so he can go all day., ['Style:', '100075280', 'Gender:', 'Boys\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-more-buckets-shoes-preschool-ftwwht-aciyel-cblack
club c shoes - preschool,80.00,"Clean and crisp. These boys' Reebok shoes stay true to their classic '80s style with a smooth leather upper. Symmetrical stitching gives this tennis icon its signature shape. The soft midsole keeps kids comfortable with every step, whether they're wearing them at school or while playing in the yard with friends., ['Style:', '100046748', 'Gender:', 'Boys\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-club-c-85-shoes-preschool-child-chalk-chalk-glen-green
club c shoes - toddler,70.00,"Clean and crisp. These toddlers' Reebok shoes stay true to their classic '80s style with a smooth leather upper. Symmetrical stitching gives this tennis icon its signature shape. The soft midsole keeps little ones comfortable with every crawl and step., ['Style:', '100046749', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-club-c-shoes-toddler-chalk-chalk-glegrn
classic leather shoes - grade school,75.00,"On some days, you want to stand out. On other days, staying low-key is more your vibe. These junior boys' shoes bring simple yet timeless style to your look with a heritage Reebok design and signature midsole. Smooth leather creates all-day comfort, so you can take your day in stride., ['Style:', '100010472', 'Gender:', 'Boys\n', 'High abrasion resistant   rubber outsole\n', 'Leather upper\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-classic-leather-shoes-grade-school-ftwwht-ftwwht-rbkg02
reebok royal prime mid 2.0 shoes - pre-school,49.99,"Old-school sporty style for young stars. These boys' shoes keep things simple with a monochrome look. Stitched side stripes and contrast Reebok logos add just enough pop. The heel tab makes them easy to pull on and off., ['Style:', '100069573', 'Gender:', 'Boys\n', 'Rubber outsole\n', 'Upper : synthetic\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-reebok-royal-prime-mid-2-0-shoes-pre-school-ftwwht-ftwwht-ftwwht
zig 'n' glow elastic lace shoes - pre-school,59.99,"Light up his look with these boys' Reebok running shoes. LED midsole lights are activated by his steps to make chasing around the playground even more fun. Turn the lights on or switch them off with a button on each shoe. Elastic laces get him in and out of the shoes in a flash., ['Style:', '100201764', 'Gender:', 'Boys\n', 'Breathable mesh\n', 'Tpr outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-zig-n-glow-elastic-lace-shoes-pre-school-black-grey5-digitallime
reebok court advance bold shoes,79.99,"Style:,100207970,Gender:,Women
,Leather upper
,Padded tongue
,Rubber outsole
",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-reebok-court-advance-bold-shoes-white-white-washedclay
club c shoes - pre-school,70.00,"Keep your little superstar comfy from the playground to the playroom in shoes with stellar support, durability, and cushion. The high-abrasion rubber outsole gives kids traction to keep steady, while the leather upper provides lightweight cushioning. This '80s-inspired Club Champion kick comes infused with a timeless look for the everyday action kids crave., ['Style:', '100000001', 'Gender:', 'Boys\n', 'Leather upper\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-club-c-shoes-pre-school-blk-charcoal-int
classic leather sp extra,79.99,"Take a classic up a notch. These women's Reebok shoes have a platform-style midsole for a little height boost. A carefully threaded upper gives them a structured look. The ripple outsole channels your fierce attitude., ['Style:', '100025714', 'Gender:', 'Women\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-classic-leather-sp-extra-ftwwht-lgsogr-luclil
the answer dmx basketball shoes,99.99,"Being picked as the first overall comes with its share of questions, so Allen Iverson delivered The Answer. Now you can be a part of his story too. Celebrating the 25th anniversary of their initial release, the signature basketball shoes Iverson wore to prove his critics wrong are back. Because true legends last forever., ['Style:', 'GW6372', 'Gender:', 'Unisex\n', 'Dmx cushioning\n', 'Lace closure\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-the-answer-dmx-basketball-shoes-cblack-ftwwht-rbkbra
nano court training shoes,150.00,"Step out of the gym and onto the court in these Reebok training shoes. Created for any game you play on the court, whether that's tennis, pickleball, padel, racquetball or badminton. They have a Flexweave upper with extra support where you need it most. A herringbone Griptonite rubber outsole provides multidirectional traction to keep you firmly planted on the court., ['Style:', '100204813', 'Gender:', 'Unisex\n', 'Floatride energy foam\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-nano-court-training-shoes-white-black-grey1
zig dynamica 5 shoes,89.99,"Responsive, comfortable and versatile, these women's Reebok shoes are your everyday go-to pair. Their sleek mesh upper rides on FuelFoam cushioning with more height than ever before for a plush feel. The iconic zigzag midsole design creates a standout silhouette that transitions easily from your run to the rest of your day., ['Style:', '100074666', 'Gender:', 'Women\n', 'Foam midsole\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-zig-dynamica-5-shoes-chalk-moonst-bon
reebok glide,79.99,"Nothing unnecessary. These Reebok Glide shoes give you the goods. Wear them with anything, thanks to a clean, minimalist design. Comfort is key with a plush sockliner and cushioned midsole., ['Style:', '100010030', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-reebok-glide-cblack-ftwwht-rbkg01
reebok glide,79.99,"Nothing unnecessary. These Reebok Glide shoes give you the goods. Wear them with anything, thanks to a clean, minimalist design. Comfort is key with a plush sockliner and cushioned midsole., ['Style:', '100010029', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-reebok-glide-ftwwht-vecnav-rbkg01
nfx training shoes,69.99,"Whether you just joined a gym or already know your way around a barbell, these women's Reebok training shoes are designed to help you meet your fitness goals. The breathable and lightweight mesh upper keeps your feet comfortable while integrated support provides stability during box jumps and all-day wear. The rubber outsole features sidewall wraps for durability and traction indoors and out, with forefoot grooves for flexibility where you need it most., ['Style:', '100202117', 'Gender:', 'Women\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-nfx-training-shoes-chalk-stepur-laspin
club c 85 shoes,99.99,"These Club C 85 shoes only get better with age. As if they've already lived several lives, they have subtle hits of cracked leather. Savor the details from leather and suede on the upper to an open foam tongue. Logos to linings, these sneakers give you the OG Reebok goods., ['Style:', '100201183', 'Gender:', 'Unisex\n', 'Nubuck upper\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-club-c-85-shoes-mushroom-utilitybrwn
nano x4 training shoes,99.99,"The Nano X4 Training Shoes are one of the lightest and most breathable Nano iterations yet. These Reebok training shoes are crafted with enhanced stability and support, without excess design features that add weight. The updated Flexweave(R) woven textile upper is ultralight and a new midfoot ventilation panel allows greater air flow. Ultimate stability comes from the innovative Lift and Run Chassis system, while Floatride Energy Foam cushions every stride., ['Style:', '100204675', 'Gender:', 'Unisex\n', 'Flexweave(r) textile      upper\n', 'Floatride energy foam\n', 'Rubber outsole\n', 'Tpu heel clip\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-nano-x4-training-shoes-moondigital-limefootwear-whi
classic leather 2400 shoes,89.99,"Extra comfortable and extra luxe, these Classic Leather 2400 shoes give you all the things. A master mix of leather and suede makes the upper premium. Hits of reflective details level up your Reebok look. The sculpted midsole finishes things off nicely and feels as good as it looks., ['Style:', '100201039', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n', 'Upper : textile and       suede\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-classic-leather-2400-shoes-dark-matter-grey-5-grey-6
classic leather 2400 shoes,89.99,"Extra comfortable and extra luxe, these Classic Leather 2400 shoes give you all the things. A master mix of leather and suede makes the upper premium. Hits of reflective details level up your Reebok look. The sculpted midsole finishes things off nicely and feels as good as it looks., ['Style:', '100201038', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n', 'Upper : suede and leather\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-classic-leather-2400-shoes-vintage-chalk-chalk-alabaster
reebok smash edge shoes,49.99,"Style:,GZ6127,Gender:,Unisex
,Lace closure
,Lightweight synthetic upper
",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-reebok-smash-edge-shoes-ftwwht-vecnav-pugry2
reebok lite plus 3 shoes,49.99,"Style:,GY3977,Gender:,Women
,All-surface rubber outsole
,Lace closure
,Mesh upper
,Regular fit
,Soft feel
",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-reebok-lite-plus-3-shoes-cblack-purgry-aciyel
classic leather shoes,89.99,"A true '80s OG. Consider these women's Reebok Classic Leather Shoes your blank canvas for style. Clean lines and solid colors make it easy to pair them with anything. Behind the scenes, a cushioned midsole and soft lining make them extra comfortable., ['Style:', '100008497', 'Gender:', 'Women\n', 'Comfortable footbed\n', 'Grandfoam sockliner\n', 'Lace closure\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-classic-leather-shoes-core-blk-core-blk-pure-grey-5
classic so shoes - pre-school,59.99,"Getting them dressed in the morning is a breeze with these kids' Reebok slip-on shoes. Bootie construction makes them easy to get on and off. Bungee laces and a TPU heel clip give them a snug, stay-put fit., ['Style:', '100201367', 'Gender:', 'Kids\n', 'Rubber outsole\n', 'Upper : textile and       synthetic\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-classic-so-shoes-pre-school-black-white-vectorred
classic leather step 'n' flash shoes - pre-school,80.00,"Racing around the playground just got even more fun. These kids' Reebok shoes light up their look with a heel clip that flashes with every step. Turn the lights on or switch them off with a button on each shoe. The leather upper is soft and comfortable, and a grooved rubber outsole adds traction., ['Style:', '100208379', 'Gender:', 'Kids\n', 'Rubber outsole\n', 'Upper : synthetic\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-classic-leather-step-n-flash-shoes-pre-school-black-grey5-digitallime
bb 4000 ii shoes - grade school,85.00,"You can never go wrong with a classic, especially if you're rocking these juniors' Reebok shoes. These kicks have a smooth leather upper with bold overlays. The fat laces and gum outsole give them a unique look that nods to skate culture., ['Style:', '100032894', 'Gender:', 'Boys\n', 'Textile lining\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-bb-4000-ii-shoes-grade-school-ftwr-wht-pure-gry-3-ftwr-wht
phase court shoes - grade school,49.99,"Serve up retro court style. These juniors' low-cut Reebok shoes are inspired by late '80s heritage tennis style. This modern-day version features a leather upper. The outsole adds to the authentic vibe., ['Style:', '100208183', 'Gender:', 'Boys\n', 'Leather upper\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-phase-court-shoes-grade-school-white-grey2-vectornavy
weebok clasp low shoes - toddler,55.00,"From crawling to standing to those first steps little ones need shoes that can keep up. These Reebok infants' shoes help them gain confidence and Versaflex offers flexibility as they explore. A double Velcro strap closure allows for easy on and off., ['Style:', '100202289', 'Gender:', 'Kids\n', 'Rubber outsole\n', 'Upper : synthetic and     mesh\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-weebok-clasp-low-shoes-toddler-astrorose-boldpink-white
club c shoes - grade school,70.00,"You really can't argue with a classic. And they don't get much more classicor classierthan this. Soft leather uppers makes this traditional court shoe a real pleasure to wear, either for a game of pick-up or hanging out afterward. And thanks to the high-abrasion rubber outsole, this shoe will last through everyday wear and tear, while absorbing shock when you're shooting three-pointers., ['Style:', '100000198', 'Gender:', 'Boys\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-club-c-shoes-grade-school-black-charcoal
club c shoes - preschool,70.00,"Clean and crisp. These boys' Reebok shoes stay true to their classic '80s style with a smooth leather upper. Symmetrical stitching gives this tennis icon its signature shape. The soft midsole keeps kids comfortable with every step, whether they're wearing them at school or while playing in the yard with friends., ['Style:', '100010357', 'Gender:', 'Unisex\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-club-c-shoes-preschool-white-glen-green
club c shoes - grade school,85.00,"You really can't argue with a classic. And they don't get much more classicor classierthan this. Soft leather uppers makes this traditional court shoe a real pleasure to wear, either for a game of pick-up or hanging out afterward. And thanks to the high-abrasion rubber outsole, this shoe will last through everyday wear and tear, while absorbing shock when you're shooting three-pointers., ['Style:', '100000199', 'Gender:', 'Boys\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-club-c-shoes-grade-school-white-sheer-grey
reebok xt sprinter slip-on shoes - pre-school,59.99,"Catch him if you can. Your kid is on the go, and these boys' Reebok shoes support his feet so he can play hard all day. The slip-on style with pull tabs on the tongue and heel make for easy on and off. A grippy rubber outsole gives him solid traction for all his adventures., ['Style:', '100074578', 'Gender:', 'Boys\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile upper\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-reebok-xt-sprinter-slip-on-shoes-pre-school-cblack-ftwwht-cblack
rush runner 5 shoes - toddler,39.99,"He plays hard. These boys' Reebok running shoes are built for support on the playground and beyond. The textile upper is lightweight and comfortable, and the iconic Vector logo adds athletic style. The EVA midsole provides underfoot cushioning for running, jumping and climbing., ['Style:', '100075227', 'Gender:', 'Boys\n', 'Eva midsole\n', 'Padded ankle collar\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-reebok-rush-runner-5-shoes-toddler-cblack-vecblu-pewter
more buckets shoes - preschool,59.99,"Start your MVP's basketball sneaker collection early. These boys' Reebok shoes are made with a mid cut that roots his style in vintage B-ball. The textile upper is lightweight and breathable, so he can go all day., ['Style:', '100075281', 'Gender:', 'Boys\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-more-buckets-shoes-preschool-cblack-vecblu-ftwwht
bb 4000 ii mid basketball shoes - preschool,49.99,"Your kid can rock a classic B-ball look in these Reebok shoes. A leather upper with suede accents and a classic mid-cut silhouette look fresh on the playground or in the park., ['Style:', '100074949', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber sole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-bb-4000-ii-mid-basketball-shoes-preschool-white-vecred-black
club c shoes - toddler,70.00,"Legit Reebok style doesn't have an age limit. So start your mini-me off right in these infants' Club C Shoes. Clean, tennis-inspired design gives your star player a crisp look. The soft leather upper feels comfortable on small feet. Skip the laces and use the straps to quickly get these kicks on and off your mover-and-shaker., ['Style:', '100010358', 'Gender:', 'Boys\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-club-c-shoes-toddler-wht-glen-green-vector-blue
reebok road supreme 4.0 shoes - pre-school,69.99,"Send him out the door ready for the day's adventures. These boys' Reebok shoes have a mixed-material upper with running-shoe style that looks as good as it feels. An EVA midsole cushions his ride every step of the way, and the rubber outsole offers plenty of traction to keep him going strong, ['Style:', '100075256', 'Gender:', 'Boys\n', 'Eva midsole\n', 'Padded ankle collar\n', 'Rubber outsole\n', 'Upper : textile and       leather\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-reebok-road-supreme-4-0-shoes-pre-school-ftwwht-pugry2-black
classic leather shoes - infant,59.99,"Legit Reebok looks have no age limit. So start your tiny MVP off right in these toddlers' Classic Leather Shoes. Give clean style to your little one with a triple-white, triple-black or contrast color outsole design. Because old-school rocks just as hard on new-school feet., ['Style:', '100008336', 'Gender:', 'Boys\n', 'Eva midsole\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-classic-leather-shoes-infant-ftwr-wht-ftwr-wht-reebok-rub
club c 2v 2.0 shoes - toddler,60.00,"Introducing the Reebok Club C 2V 2.0 - where timeless style meets modern convenience. Elevate your little one's footwear game with these iconic sneakers designed for comfort, durability, and effortless style., ['Style:', '100075006', 'Gender:', 'Unisex\n', 'Leather upper\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-club-c-2v-2-0-shoes-toddler-cblack-cblack-pugry5
club c shoes infant,70.00,"Style:,100001400,Gender:,Unisex
,Flexible eva outsole
,Full grain leather upper with suede overlays
,Stretch lace closure
,Textile lining
",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-club-c-shoes-infant-ftwwht-ftwwht-ftwwht
club c infant,70.00,"Yes, fancy shoes can be comfy. Give your little MVPs the gift of comfort in these infants' Club C Shoes. Level up your tiny style star's street credibility with a formal plaid design. They can still shine thanks to patent leather on the heel tab and toe cap. Parenting win., ['Style:', '100001401', 'Gender:', 'Unisex\n', 'Eva outsole\n', 'Textile lining\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-club-c-shoes-infant-cblack-cblack-cblack
rush runner 5 shoes - pre-school,39.99,"He plays hard. These boys' Reebok running shoes are built for support on the playground and beyond. The textile upper is lightweight and comfortable, and the iconic Vector logo adds athletic style. The EVA midsole provides underfoot cushioning for running, jumping and climbing., ['Style:', '100074566', 'Gender:', 'Boys\n', 'Eva midsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-rush-runner-5-shoes-pre-school-cblack-vecblu-pewter
club c shoes - toddler,60.00,"Clean and crisp. These toddlers' Reebok shoes stay true to their classic '80s style with a smooth leather upper. Symmetrical stitching gives this tennis icon its signature shape. The soft midsole keeps little ones comfortable with every crawl and step., ['Style:', '100075007', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-club-c-shoes-toddler-ftwwht-ftwwht-pugry5
question mid shoes junior,69.99,"Style:,HP3005,Gender:,Unisex
,Lace closure
,Leather upper
",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-question-mid-shoes-junior-orgfla-aciyel-bolprp
reebok xt sprinter 2.0 alt,49.99,"Catch him if you can. Your kid is on the go, and these boys' Reebok shoes give him the support he needs to play hard all day. The leather upper holds up to wear and tear, and the grippy rubber outsole gives him solid traction for all his adventures., ['Style:', 'GW1221', 'Gender:', 'Kids\n', 'Eva midsole\n', 'Traction sole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-reebok-xt-sprinter-2-0-alt-vector-blue-vector-red-ftwr-wh
reebok royal prime mid 2.0 child,49.99,"The Royal Prime Mid 2.0 offers up a big statement for little feet. Pops of beige provide plenty of retro cool, while a durable rubber outsole is built to withstand playground adventures., ['Style:', '100074983', 'Gender:', 'Boys\n', 'Eva midsole\n', 'Padded ankle collar\n', 'Rubber outsole\n', 'Upper : synthetic\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-reebok-royal-prime-mid-2-0-shoes-pre-school-cblack-oat-ftwwht
durable xt shoes child,49.99,"Style:,GW9689,Gender:,Kids
,Lace closure
,Leather and textured rubber upper
",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-durable-xt-shoes-child-cblack-vecblu-aciyel
more buckets shoes - pre-school,59.99,"Start your MVP's basketball trainer collection early. These boys' Reebok shoes are made with a mid cut that roots his style in vintage B-ball. The textile upper is lightweight and breathable, so he can go all day., ['Style:', 'HP4382', 'Gender:', 'Boys\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-more-buckets-shoes-pre-school-cblack-cblack-ftwwht
wave glider iii - toddler,25.95,"Light and sporty sandals for your little outdoor enthusiast. The Velcro straps on these toddler boys' shoes help you get a secure fit on wiggly feet. The soft rubber outsole provides just enough traction and protects their feet from hot sand and pavement., ['Style:', 'HP4804', 'Gender:', 'Boys\n', 'Eva footbed\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-wave-glider-iii-toddler-vecnav-vecnav-dgtblu
bb 4000 ii mid shoes - pre-school,59.99,"From the court to the cafe, these juniors' Reebok BB 4000 II Mid Shoes bring the style of all-stars to your everyday look. Subtle details complement your outfit so you can match them with your favorite basketball tee or a pair of jeans., ['Style:', '100074951', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-bb-4000-ii-mid-shoes-pre-school-ftwwht-black-pugry2
classic leather shoes - preschool,85.00,"Never let them go out of style. These boys' shoes feature a soft leather upper that keeps feet comfortable. The die-cut EVA midsole provides lightweight cushioning on the playground, at school or at home., ['Style:', '100000116', 'Gender:', 'Boys\n', 'Eva midsole\n', 'Rubber outsole\n']",https://reebok.ca/collections/kids-boys/products/reebok-footwear-kids-classic-leather-shoes-preschool-black-1
reebok glide ripple double women's shoes,79.99,"Glide through the day. These women's Reebok shoes have vivid iridescent details on the side stripes and heel tab to give them some pop. The platform-style midsole adds a little height boost. Wear them when you run errands, meet up with a few friends, or just when you take on your active day., ['Style:', '100074208', 'Gender:', 'Women\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-reebok-glide-ripple-double-womens-shoes-ftwwht-vinblu-rbkg07
atr mid basketball shoes,129.99,"Experience a blast from the past with the ATR Mid Basketball Shoes, featuring a leather and synthetic upper that revives the iconic Mobius design from 1995. These kicks stand out with unique perforation patterns reminiscent of mid-'90s Reebok models, updated with fresh branding on the heel and tongue. Designed to catch the eye in any setting, they're a nod to basketball heritage with a modern twist., ['Style:', '100200791', 'Gender:', 'Unisex\n', 'Rubber outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-atr-mid-basketball-shoes-cblack-ftwwht-cblack
dmx comfort + shoes,69.99,"Stay light on your feet through busy days in these women's Reebok shoes. A breathable mesh upper keeps feet cool as you race from meeting to appointment to errand. DMXAir moves air from the heel to forefoot and back as you move for a soft landing on every stride., ['Style:', '100074485', 'Gender:', 'Women\n', 'Translucent outsole\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-dmx-comfort-shoes-pinstu-chalk-moonst
reebok royal bb4500 hi2 basketball shoes,89.99,"Lace up a true Reebok original when you wear these Royal BB 4500 basketball shoes. They look like you've just discovered them with the perfect patina of wear. Cracked details and an archive '80s Reebok Sport tag make them worn to perfection straight from the box., ['Style:', '100201315', 'Gender:', 'Unisex\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-reebok-royal-bb4500-hi2-basketball-shoes-white-richmaroon-vintagechalk
club c 85 women's shoes,99.99,"A metallic chain around the collar add style to these women's Club C 85 shoes from Reebok. These kicks aren't for shelves or shoe boxes. They're made to be worn, with a leather upper in a soft, feminine shade., ['Style:', '100074237', 'Gender:', 'Women\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-women-club-c-85-womens-shoes-chalk-mah-goldmt
dime club c revenge shoes,185.00,"Known for its underground videos, renegade Montreal company Dime brings its skate-inspired aesthetic to these bold Reebok Club C Revenge Shoes. The Dime logo is debossed on the tongue to elevate your look. This fair pair of kicks goes long on luxe, with a premium suede upper and metallic-gold accents., ['Style:', '100069826', 'Gender:', 'Unisex\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/womens-shoes/products/reebok-footwear-men-dime-club-c-revenge-shoes-astdus-astdus-goldmt
