,Product_Brand,Shoe_Name,Item_ID,Price,Product_Details,Link
56,CLARKS,                                                            Clarks                                                        Hearth Rose                            Women                                                    , 26174243m,149.99,"Combining premium fabrics with comfort features, the Hearth Rose ankle boot from Clarks is prepped for anything the new season throws your way. Crafted in soft leather in classic black, a stylish side panel and intricate stitching give a modern update, while Clark's signature foam cushioning and chunky sole keep every step grounded.                          Features & Benefits                         Premium  leather upperSubtle stitching details create a crafted lookInside zipper for easy wear5mm Ultimate Comfort footbed delivers lasting comfortTextile lining enhances breathabilityFlexible, grippy TPR (thermoplastic rubber) soleHeel height: 1.75 inch                               Design Elements                         LeatherElasticTextile LiningZipper Entry",https://www.softmoc.com/ca/i/clarks/womens/boots/lds-hearth-rose-ankle-boot--black/26174243m
58,COLUMBIA,                                                            Columbia                                                        Firecamp Boot                            Women                                                    , 2099891-053,149.99,The FIRECAMP OMNI TECH graphite/ faded sky waterproof boot from COLUMBIA is perfect for explorers on the go! Featuring a durable textile upper with Omni-Tech waterproof breathable seam-sealed membrane bootie construction. Lace up design for a secure fit. Tech lite lightweight midsole for long lasting comfort. The Firecamp Omni Tech boot is designed with an Omni-Grip non-marking traction rubber outsole.                          Features & Benefits                         Durable textile upperOmni-Tech waterproof breathable seam-sealed membrane bootie constructionLace up constructionTech lite lightweight midsole for long lasting comfortOmni-Grip non-marking traction rubber                               Design Elements                         WaterproofRubber SoleLaceNon Marking SolePadded CollarTextile Upper,https://www.softmoc.com/ca/i/columbia/womens/boots/lds-firecamp-waterproof-ankle-boot--graphitefaded-sky/2099891053
60,CLARKS,                                                            Clarks                                                        Adela Up                            Women                                                    , 26179529m,179.99,"With boots well and truly back in town, Clarks combined premium materials and pillow-top footbeds, to bring you the Adela Up leather dress boot. Crafted from smooth leathers, it combines a cushioning footbed with a grippy sole to assure your every step – while a classic pointed toe and metal accents complete our wardrobe staple perfectly.                          Features & Benefits                         Premium leather upperSide zipper fasteningContour Cushion footbed delivers lasting supportRubber sole for maximum flexibility and tractionHeel height: 2.2 inch                               Design Elements                         LeatherTextile LiningZipper Entry",https://www.softmoc.com/ca/i/clarks/womens/boots/lds-adela-up-leather-dress-boot--black/26179529m
61,CLARKS,                                                            Clarks                                                        Bayla Nora                            Women                                                    , 26174484m,119.99,"Love the classic Mary Jane style in the Bayla Nora black dress heel from Clarks. Crafted in premium leather upper, these mid heel dress shoes have a traditional round toe front and an adjustable Mary Jane strap with buckle closure for precise fitting. Ultimate Comfort footbed with a targeted cushioned heel pad offer superior underfoot cushioning and all-day comfort,                          Features & Benefits                         Premium leather upperRound toeAdjustable Mary Jane strap with buckle closureSmooth textile liningUltimate Comfort footbed with a targeted cushioned heel pad for superior underfoot cushioning and all-day comfortNylon shank enhances stabilityApprox. 3 inch platform heelTPR outsole                               Design Elements                         LeatherAdjustable StrapsBuckleTextile Lining",https://www.softmoc.com/ca/i/clarks/womens/shoes/lds-bayla-nora-dress-heel--black/26174484m
62,REEBOK,                                                            Reebok                                                        Campio XT                            Women                                                    , 100220547l,109.99,"Imagine you're on the pitch in the '90s when you lace up these Reebok Campio XT shoes. Inspired by vintage soccer style, they have a sleek silhouette and colors reminiscent of classic kits. A suede T-toe perfectly sets off the aggressive rubber toe bumper. With their retro-inspired design and contemporary flair, they capture the spirit of both past and present effortlessly.                          Features & Benefits                         Genuine leather upperSuede T-toeTextile liningLace closureEVA midsole for added comfortSilhouette inspired by '90s soccer shoesRubber outsole                               Design Elements                         LeatherSuede UpperRubber SoleEVA MidsoleLaceTextile Lining",https://www.softmoc.com/ca/i/reebok/womens/sneakers-and-athletic/lds-campio-xt-lace-up-sneaker--whiteblackgum/100220547l
63,UGG,                                                            UGG                                                        Tasman Maxi Curly                            Women                                                    , 1158356-che,164.99,"UGG Australia took the iconic Tasman and gave it a whole new look. Crafted with genuine sheepskin, the Tasman Maxi Curly is UGG's current obsession. It's fully lined with rich UGGplush for a decadent slipper feel you can really sink your feet into. Spot UGG's signature details, like the UGGbraid collar and versatile sugarcane EVA outsole. Perfect for spoiling someone else, or yourself, (we won't tell).                          Features & Benefits                         UGGbraid made with 100% recycled polyester fibers, 10mm curly sheepskin vamp17mm UGGplush 60% upcycled wool, 40% TENCEL Lyocell vamp lining17mm UGGplush 60% upcycled wool, 40% TENCEL Lyocell socklinerFoam footbedSugarcane EVA outsoleTextile binding made from 100% recycled polyester fibers1.25 inch platform height                               Design Elements                         SheepskinEVA OutsoleFoam FootbedPolyesterWoolRecycled MaterialsPlatforms",https://www.softmoc.com/ca/i/ugg/womens/slippers--moccasins/lds-tasman-maxi-curly-slipper--chestnut/1158356che
65,JOSEF SEIBEL,                                                            Josef Seibel                                                        Neele 68                            Women                                                    , 85168-949250,174.99,"The perfect combination of style and comfort for those who want to stand out from the crowd.  Be the talk of chic style in the ultra stylish Neele 68  taupe casual by Josef Seibel. Featuring genuine suede leather upper with a side zip for easy on and off. Leather lining surround the foot in comfort. Removable leather footbed. Hand stitched construction of sole to upper. Lightweight, Stitched TR/Cork outsole.                          Features & Benefits                         Beautiful suede upperLeather lining surround the foot in comfortSide zipper provides convenient wearingHand stitched construction of sole to upperLightweight, Stitched TR/Cork outsole                               Design Elements                         Leather LiningSuede UpperContrast StitchingRemovable FootbedZipper Entry",https://www.softmoc.com/ca/i/josef-seibel/womens/boots/lds-neele-68-casual-ankle-boot--taupe/85168949250
66,JOSEF SEIBEL,                                                            Josef Seibel                                                        Neele 52                            Women                                                    , 85152-944250,174.99,"Be the talk of chic style in the ultra stylish Neele 25 taupe casual by Josef Seibel. Featuring genuine suede upper with a side zip for easy on and off. Leather lining surround the foot in comfort. Removable leather footbed. Hand stitched construction of sole to upper. Lightweight, Stitched TR/Cork outsole.                          Features & Benefits                         Genuine suede upperSide zip for easy on/offLeather lining surround the foot in comfortRemovable leather footbedHand stitched construction of sole to upperLightweight, Stitched TR/Cork outsole                               Design Elements                         CorkLeather LiningSuede UpperContrast StitchingRemovable FootbedZipper Entry",https://www.softmoc.com/ca/i/josef-seibel/womens/boots/lds-neele-52-casual-ankle-boot--taupe/85152944250
67,SOFTMOC,                                                            SoftMoc                                                        Trinity Lo                            Women                                                    , trinity-lo-blk,139.99,"The Trinity Lo black waterproof boot from SoftMoc featurers a waterproof nylon upper with soft, faux fur collar and polar plush lining. Slip resistant traction outsole. Thinsulate insulation , built with lightweight construction in mind. You will want to make the Trinity Lo  waterproof winter boot part of your must-have list for this season!                          Features & Benefits                         Waterproof nylon upperSoft Faux fur collarPolar plush liningLightweight constructionSlip resistant traction soleThinsulate insulation                               Design Elements                         WaterproofInsulatedFaux FurElasticNylon UpperSlip Resistant Sole",https://www.softmoc.com/ca/i/softmoc/womens/boots/lds-trinity-lo-waterproof-winter-boot--black/trinityloblk
69,KAMIK,                                                            Kamik                                                        Snowdon Hi                            Women                                                    , snowdonhi-lgy,139.99,"There's no compromise when you step outside in the Snowdon Hi light grey winter boot from Kamik. Designed for maximum warmth and comfort on snowy days, and accented by a soft faux fur collar and a decorative lace, these convenient pull-ons are both highly functional and superbly stylish. A waterproof nylon upper, CushyStep EVA foam footbed, and lightweight rubber sole will ensure an enjoyable commute through the powdery stuff.                          Features & Benefits                         Waterproof nylon upper with DriDefense membraneVegan-friendly material that will keep the dampness outPull-on style with decorative laceFaux fur snow collar adds a cozy and stylish touchFixed foam insulationMoisture-wicking fleece lining adds cozy softness and warmthRemovable CushyStep Everyday EVA foam footbedCleansport NXT treatment: A natural, non-toxic treatment that maintains freshness and keeps odour awayLightweight synthetic rubber outsole that offers a flexible tread design for superior stability in cold and snowy conditions                               Design Elements                         WaterproofInsulatedFeaturing vegan friendly materialsFaux FurAnti-odour ProtectionLaceMoisture Wick LiningNylon UpperTractionTread",https://www.softmoc.com/ca/i/kamik/womens/boots/lds-snowdon-hi-waterproof-winter-boot--light-grey/snowdonhilgy
70,KAMIK,                                                            Kamik                                                        Iceland F                            Women                                                    , iceland-f-bkw,159.99,"Step into the Iceland F winter boot from Kamik and embrace chilly adventures. Featuring a moisture-wicking faux fur lining and thermal insulation, these indispensable boots will ensure your feet stay warm as you trek through deep snow. Waterproof genuine leather with seam-sealed construction will keep your feet dry no matter the forecast. A rugged outsole designed with special channels gives you superior traction and stability while navigating blizzardy trails.                          Features & Benefits                         Seam-sealed waterproof PU-coated leather upperFaux fur snow collar and gusset tongueHEAT-MX 145 sustainable thermal insulationMoisture-wicking faux fur liningNiteRays reflective technology: Keeps you visible and safe at nightRemovable CushyStep Everyday EVA foam footbedCleansport NXT treatment: A non-toxic treatment that maintains freshness and keeps odour awayWaterproof and flexible synthetic rubber shellHigh-performance outsole: Offers heightened stability and traction in snowy conditions, with channels that easily disperse snow, mud and water                               Design Elements                         LeatherWaterproofInsulatedFaux FurAnti-odour ProtectionEVA MidsoleLaceMoisture Wick LiningPolyurethaneReflective DetailsRemovable FootbedTractionTread",https://www.softmoc.com/ca/i/kamik/womens/boots/lds-iceland-f-waterproof-winter-boot--blackwhite/icelandfbkw
72,JOSEF SEIBEL,                                                            Josef Seibel                                                        Paloma 02                            Women                                                    , 782212-950400,159.99,"The Paloma 02 Chelsea red boot from Josef Seibel is a boot that lends a tough talking edge with all the comfort. Constructed with a chunky lug sole with exceptional grip and shock absorbance, as well as removeable insoles and elasticated gusset, to provide comfort all day long. Made with a special waterproof membrane, coupled with treated uppers that allows breathability and long-lasting waterproof protection.                          Features & Benefits                         Rich burnished leather upperRemovable leather insoleLeather and textile liningElastic side goring with inside zipperChunky cushioned insole for supreme comfortTop-Dry tex waterproof membranePU and latex durable outsole                               Design Elements                         LeatherWaterproofLeather LiningContoured FootbedContrast StitchingElasticLatexRemovable FootbedTextile LiningZipper Entry",https://www.softmoc.com/ca/i/josef-seibel/womens/boots/lds-paloma-02-waterproof-chelsea-boot--red/782212950400
73,CONVERSE,                                                            Converse                                                        Chuck 70 Distressed Leather                            Women                                                    , a09443c-l,119.99,"The Converse All Star Chuck ’70 is Converse's re-crafted sneaker that uses modern details to celebrate the original Chuck Taylor All Star from the 1970's. It features a slightly higher rubber foxing, a cushioned footbed that provides long-lasting comfort and a more substantial rubber toe cap. It’s an authentic throwback look that retains the iconic Chuck Taylor attributes you know and love, like the star-centered ankle patch and vulcanized rubber outsole.                          Features & Benefits                         Distressed leather upperOrtholite cushioned footbedArchival details like higher rubber sidingClassic All Star ankle patch, rubber toecap, toe bumper and stripingFeatures a slightly higher rubber foxingAdditional vintage details include stitching on the sidewall and a heavier-grade canvas upperVulcanized rubber outsole                               Design Elements                         LeatherRubber SoleContoured FootbedLaceRubberVulcanized Rubber",https://www.softmoc.com/ca/i/converse/womens/sneakers-and-athletic/lds-chuck-70-distressed-leather-hi-top-sneaker--papyrusclassic-taupeegret/a09443cl
74,KAMIK,                                                            Kamik                                                        Lea Lo                            Women                                                    , lealo-ltp,149.99,"Embrace a cold-weather lifestyle with the stylish yet super-warm Lea Lo light taupe winter boot from Kamik. Featuring a removable CushyStep Everyday EVA foam footbed that brings soft cushioning and all-day comfort . A waterproof and durable vegan-friendly fabric to keep moisture out with a DriDefense membrane nylon and synthetic leather upper.  Synthetic rubber outsole that uses deep treads with GripXT, for stability in snowy conditions.                          Features & Benefits                         DriDefense membrane nylon and synthetic leather upperWaterproof and durable vegan-friendly fabric to keep moisture outMoisture-wicking fleece lining adds cozy softness and warmthRemovable CushyStep Everyday EVA foam footbed brings soft cushioning and all-day comfortCleansport NXT treatment a natural, non-toxic treatment that maintains freshness and keeps odour awaySynthetic rubber outsole that uses deep treads with GripXT, for stability in snowy conditions                               Design Elements                         WaterproofFeaturing vegan friendly materialsAnti-odour ProtectionEVA MidsoleLaceMoisture Wick LiningRemovable FootbedSynthetic & FabricTractionTread",https://www.softmoc.com/ca/i/kamik/womens/boots/lds-lea-lo-waterproof-winter-boot--light-taupe/lealoltp
77,KAMIK,                                                            Kamik                                                        Momentum 3                            Women                                                    , momentum3-crc,139.99,Stay dry on wet days in the Momentum 3  waterproof winter boots from Kamik. Featuring a waterproof upper and seam-sealed waterproof construction. Designed with 200B 3M Thinsulate insulation and moisture wicking faux shearling lining. Removable Kamik comfort EVA insole with antibacterial treatment. Waterproof and flexible synthetic rubber shell. ICEKISS dual-density synthetic rubber outsole.                          Features & Benefits                         Waterproof nylon upper with faux fur cuff200B 3M Thinsulate insulationMoisture wicking faux shearling liningAdjustable bungee lacing systemRemovable Kamik comfort EVA insole with antibacterial treatmentWaterproof and flexible synthetic rubber shellICEKISS dual-density synthetic rubber outsole                               Design Elements                         WaterproofInsulatedFaux FurAnti-odour ProtectionElasticEVA MidsoleLaceMoisture Wick LiningNylon UpperRemovable Footbed,https://www.softmoc.com/ca/i/kamik/womens/boots/lds-momentum-3-waterproof-winter-boot--crockery/momentum3crc
78,UGG,                                                            UGG                                                        UGGguard 2.0                            Unisex                                                    , 1161130-che,64.99,"Add an extra layer of elemental protection (and style) to your favorite classic UGG styles with the UGGguard 2.0. Fitting most UGG footwear with a flat outsole and rounded, closed to. This accessory is compatible with a range of UGG footwear and is not designed for use with other brands. It should not be used with any UGG footwear having a heel or an open toe. Due to the nature of this product, it is possible that the shape or color of the UGG footwear used with the boot guard may be affected.                          Features & Benefits                         Silicone rubber galoshFitting most UGG footwear with a flat outsole and rounded, closed toeWaterproofHeel height: 25mmPlatform height: 20mmNot be used with any UGG footwear having a heel or an open toe                               Design Elements                         WaterproofRubber SoleRubberSlip On",https://www.softmoc.com/ca/i/ugg/unisex/shoe-care/unsx-uggguard-20-protective-galosh--chestnut/1161130che
80,CLARKS,                                                            Clarks                                                        Ellanie Vibe                            Women                                                    , 26180066m,139.99,"Sleek and timeless style makes the Ellanie Vibe taupe ankle bootie from Clarks a must-have. Leather and suede upper gives a dimensional look to the pointy toe bootie, making it ideal for both weekdays and weekends. Its practical side zipper provides easy on/off. Ultimate Comfort synthetic foam footbed with a fabric lining.                          Features & Benefits                         Leather & suede upperOutside zipper closurePointed toeFabric liningUltimate Comfort synthetic foam footbedSynthetic sole2 inch stacked block heel                               Design Elements                         LeatherSuede UpperFoam FootbedTextile LiningZipper Entry",https://www.softmoc.com/ca/i/clarks/womens/boots/lds-ellanie-vibe-ankle-boot--taupe/26180066m
82,MERRELL,                                                            Merrell                                                        Thermo Akita Mid                            Women                                                    , j036490,169.99,"With waterproof coated leather, a waterproof membrane, and 200g of warm insulation, you can depend on the Themo Akita Mid Waterproof black winter boot from Merrell.  This cold-weather boot helps protect against the elements this season. Featuring a bellows tongue to hellp keep out debris. Kinetic Fit BASE removable contoured insole for flexible support.                          Features & Benefits                         Waterproof coated leather and mesh upperMetal hook traditional lace closureBellows tongue keeps out debrisGaiter D-RingBreathable mesh lining/ Molded nylon arch shank 200 grams lightweight, low bulk insulation keeps you comfortableFleece collar Kinetic Fit BASE removable contoured insole for flexible supportMerrell Air Cushion in the heel absorbs shock and adds stability Merrell sticky rubber outsole tuned for winter optimizes traction over cold weather surface conditions                               Design Elements                         LeatherWaterproofInsulatedLaceMeshMesh LiningRemovable Footbed",https://www.softmoc.com/ca/i/merrell/womens/boots/lds-thermo-akita-mid-waterproof-winter-boot--black/j036490
83,SKECHERS,                                                            Skechers                                                        Go Walk 7- Valin                            Women                                                    , 125233w-nvlv,149.99,"Walk in easy-wearing comfort with Skechers Hands Free Slip-ins GO WALK 7 navy/ lavender sneaker from Skechers. Designed with Skechers exclusive Heel Pillow holds your foot securely in place. This hands-free walking slip-on features an engineered mesh upper with a laced front, Skechers Air-Cooled Memory Foam insole, lightweight ULTRA GO cushioning, and high-rebound Hyper Pillars for added support. Wide Width .                          Features & Benefits                         Skechers Hands Free Slip-ins for an easy fitExclusive Heel Pillow holds your foot securely in placeLightweight, responsive ULTRA GO cushioningSkechers Air-Cooled Memory Foam cushioned comfort insoleEngineered monomesh upper with laced frontHigh-rebound ultra-lightweight Hyper Pillar technology for added supportUltra-lightweight Skechers Soft Stride cushioning foam for added comfortDurable dual-density traction outsole for stabilityWide Width                               Design Elements                         Memory FoamLaceTextile LiningTextile UpperSlip-Ins Skechers Technology",https://www.softmoc.com/ca/i/skechers/womens/sneakers-and-athletic/lds-go-walk-7-valin-lace-up-slipins-wide-sneaker--navylavender/125233wnvlv
84,BIRKENSTOCK,                                                            Birkenstock                                                        Boston                            Women                                                    , 1028375,189.99,"Birkenstock's most-coveted clog gets a heritage leather spin worthy of its icon status. Suede leather upper only gets better with wear, giving each pair a unique, well-traveled patina. With an original contoured footbed for support, it'll feel uniquely yours wherever you take it. You will want to put the Boston suede clog from Birkenstock on your must-have list for this season!                          Features & Benefits                         Suede upperContoured cork-latex footbed creates custom support with wearAdjustable strap with metal pin buckleSuede footbed lining helps keep you comfortableEVA sole is flexible & lightweightMade in Germany                               Design Elements                         Arch SupportCorkAdjustable StrapsBuckleEVA OutsoleNubuckSuede SockSlip On",https://www.softmoc.com/ca/i/birkenstock/womens/clogs/lds-boston-narrow-clog--faded-purple/1028375
85,UGG,                                                            UGG                                                        Classic Tall TrailGazer                            Women                                                    , 1158323-che,274.99,"Never forget where you came from. The Classic Tall TrailGazer is an evolution of UGG Australia's Heritage vault design theory, built with the same goal of bringing unstoppable comfort into the outdoors. The waterproof sheepskin upper highlights their signature UGGbraid, and the interior is fully lined with super soft UGGplush for 360º of coziness. Designed to get you outside, even when the snow is falling, the Classic Tall TrailGazer is weather-rated to -20ºC and is complete with a White Spider Rubber®outsole to deliver enhanced traction.                          Features & Benefits                         Waterproof FeaturesSeam-sealed constructionWaterproof leather and suedeRear pull tab made from 100% recycled polyester fibers, UGGbraid detailing, Suede vamp17mm Twinface Sheepskin shaft, Leather mudguard, Leather heel counter17mm UGGplush 60% upcycled wool, 40% TENCEL Lyocell vamp lining17mm UGGplush 60% upcycled wool, 40% TENCEL Lyocell socklinerFoam footbedWhite Spider Rubber outsole1.75 inch heel height                               Design Elements                         WaterproofSuede UpperWoolRecycled Materials",https://www.softmoc.com/ca/i/ugg/womens/boots/lds-classic-tall-trailgazer-boot--chestnut/1158323che
86,UGG,                                                            UGG                                                        Classic Mini TrailGazer                            Women                                                    , 1158322-hck,249.99,"Walking in a winter wonderland? Not without the Classic Mini TrailGazer chestnut boot from UGG Australia! They're made with waterproof sheepskin and seam-sealed for enhanced protection from light rain and snow. Taking inspiration from iconic UGG DNA, the exterior features two UGGbraid bands and the interior is lined with snuggly UGGplush. From the permanent mudguard to the superior Wide Spider Rubber outsole, you'll be set to explore the snowy world in your Classic Mini TrailGazer.                          Features & Benefits                         Waterproof FeaturesSeam-sealed constructionWaterproof leather and suedeRear pull tab made from 100% recycled polyester fibers, UGGbraid detailing, Suede vamp,Leather mudguard, 17mm Twinface Sheepskin shaft, Leather heel counter17mm UGGplush 60% upcycled wool, 40% TENCEL Lyocell vamp lining17mm UGGplush 60% upcycled wool, 40% TENCEL Lyocell socklinerFoam footbedWhite Spider Rubber outsole                               Design Elements                         WaterproofSuede UpperWoolRecycled Materials",https://www.softmoc.com/ca/i/ugg/womens/boots/lds-classic-mini-trailgazer-boot--hickory/1158322hck
87,UGG,                                                            UGG                                                        Brooklyn Hiker                            Women                                                    , 1163950-che,224.99,"We are living for the elevated confidence of the Brooklyn Hiker lace up boot from UGG Australia.  Their Plush Seam and hiker-inspired laces complement water-resistant suede to serve fresh-from-the-mountains realness. Lined with UGGplush, breathable textile, and soft microfiber. With a chunky 3 inch platform and 2 inch heel, you'll be cruising at a new altitude this season.                          Features & Benefits                         Water-resistant suedeSheepskin spill seams10mm UGGplush 60% upcycled wool, 40% TENCEL Lyocell shaft liningTextile lining (51% recycled polyester, 49% polyester), Microfiber liningSynthetic sockliner & Foam footbedLightweight rubber outsole with EVA fillRubber heel4.5 inch shaft height2 inch platform height3 inch heel height                               Design Elements                         Water ResistantSheepskinRubber SoleFoam FootbedLaceSyntheticWoolRecycled MaterialsPlatforms",https://www.softmoc.com/ca/i/ugg/womens/boots/lds-brooklyn-hiker-lace-up-boot--chestnut/1163950che
90,SOREL,                                                            Sorel                                                        Tivoli V                            Women                                                    , 2082961-292,199.99,"The Tivoli V  black waterproof boots from Sorel features sleeker lines but the same flurry-defying functionality you love. Featuring waterproof suede with PU coated leather mudguard and heel overlayr, 200g warm insulation.  Removable plush PU-like EVA footbed with microfleece topcover. Please note: Laces and zippers incorporated in SOREL footwear are not waterproof.                          Features & Benefits                         Waterproof suede upper with PU coated leather mudguard and heel overlayCanvas tongueFaux fur collar with microfleece liningOutDry waterproof construction200g insulationRemovable plush PU-like EVA footbed with microfleece topcoverMolded rubber outsolePlease note: Laces and zippers incorporated in SOREL footwear are not waterproof                               Design Elements                         WaterproofInsulatedFaux FurSuede UpperRubber SoleCanvas UpperEVA MidsoleFleeceLacePolyurethaneTractionTread",https://www.softmoc.com/ca/i/sorel/womens/boots/lds-tivoli-v-waterproof-winter-boot--honey-whitesea-salt/2082961292
92,SOREL,                                                            Sorel                                                        Whitney II Plus Lace                            Women                                                    , 2088241-010,149.99,"Warmth and unparalleled waterproof protection meets a sporty short boot you can wear anywhere. The Whitney II Plus snow boot from Sorel features a sleek, baffled waterproof textile upper with a waterproof-breathable membrane, as well as 200g insulation to keep your feet warm when you’re walking through a winter wonderland. A soft fleece lining and plush faux-fur trim dial up the cozy factor even further.                          Features & Benefits                         Waterproof nylon upperPU coated synthetic overlaysMicrofleece lining200g insulationRemovable molded PU-like EVA footbed, microfleece topcoverMolded rubber outsolePlease note: Laces and zippers incorporated in SOREL footwear are not waterproof                               Design Elements                         WaterproofInsulatedRubber SoleEVA MidsoleFleeceLaceNylon UpperPolyurethaneRemovable FootbedSynthetic",https://www.softmoc.com/ca/i/sorel/womens/boots/lds-whitney-ii-plus-waterproof-winter-boot--blackquarry/2088241010
93,CONVERSE,                                                            Converse                                                        Chuck Taylor All Star Lift Hi                            Women                                                    , a09392c,89.99,"The Chuck Taylor All Star Lift Hi Top Platform  sneaker from Convere features a stacked platform sole ups the height, while iconic features stay true to the original. The Staple for everyone's wardrobe. The Hi Top legend since ’57. The Chuck Taylor All Star Hi Top sneaker keeps it classic. With the iconic elements we have all come to love like a cushioned insole and canvas upper keeping it comfortable. You got it with this iconic silhouette.                          Features & Benefits                         Hi-top platform sneaker with cotton canvas upperOrthoLite cushioning for all-day comfortRubber toe cap and diamond pattern toe bumperIconic Chuck Taylor ankle patchVulcanized rubber outsole for increased traction and flexibility                               Design Elements                         Rubber SoleCottonCanvas UpperLaceVulcanized Rubber",https://www.softmoc.com/ca/i/converse/womens/sneakers-and-athletic/lds-chuck-taylor-all-star-lift-platform-hi-top-sneaker--classic-amethystwhiteblack/a09392c
94,SOREL,                                                            Sorel                                                        Kinetic Impact Nxt                            Women                                                    , 2082531-010,199.99,"The Kinetic Impact Nxt is a show-stopping winter boot with waterproof construction. With 300g insulation this boot is sure to keep feet warm! The puff detailing and unique lacing system with D-rings add style, while the full rubber outsole for traction for those long winter days outside.                          Features & Benefits                         Waterproof puffy upperUnique lacing system with D-rings. Toggle closure provides adjustability300g insulationRemovable molded EVA sockliner with microfleece topcoverLightweight molded LIVELYFOAM. Midsole made with 10% Bloom, an algae-biomass-containing material.Rubber outsoleLaces and zippers incorporated in SOREL footwear are not waterproof                               Design Elements                         WaterproofInsulatedRubber SoleCold RatedEVA MidsoleLaceRemovable Footbed",https://www.softmoc.com/ca/i/sorel/womens/boots/lds-kinetic-impact-nxt-waterproof-winter-boot--black/2082531010
95,SOREL,                                                            Sorel                                                        ONA Ave Zip Wedge                            Women                                                    , 2103611-242,199.99,"The ONA Ave Zip Waterproof Wedge boot combines a classic silhouette of the timeless wedge with rubber details on the outsole. With beautiful full grain and croc embossed leather, this boot has an ultra comfortable removable EVA foam with synthetic topcover.Sorel delivers a boot that is unique and perfect for fall .                          Features & Benefits                         Full grain and croc embossed leatherSynthetic liningRemovable EVA foam with synthetic topcover.Molded FEATHERTREAD rubberLaces and zippers incorporated in SOREL footwear are not waterproof                               Design Elements                         LeatherRemovable FootbedTextile LiningWedge HeelZipper Entry",https://www.softmoc.com/ca/i/sorel/womens/boots/lds-ona-ave-zip-waterproof-wedge-boot--velvet-tangum/2103611242
97,BLUNDSTONE,                                                            Blundstone                                                        2427 Original Lace Up                            Unisex                                                    , 2427,274.99,"The 2429 Original Chelsea boot from Blundstone feels and looks perfect on the first day and gets better every day as the boots fit to your feet and the waxed nubuck leather gets gorgeous with wear. Featuring a waxed nubuck leather upper, pull-on, all-day comfort. Polyurethane midsole for comfort. XRD in the heel strike zone to dissipate heel strike shock. The waxed nubuck finish is pre-distressed, meaning you will experience variations in colour, tone and finish. This is a natural feature of the material.                          Features & Benefits                         Waxed nubuck leather upperSupple, water-resistant leather keeps your feet dry and comfortableLeather heel support provides additional durabilityAn ergonomically engineered toe spring combined with XRD Technology in the heel, further reduces wearer fatigue while increasing comfortThe TPU outsole provides enhanced traction for the ultimate comfort from the first step                               Design Elements                         LeatherWater ResistantLaceNubuck",https://www.softmoc.com/ca/i/blundstone/unisex/boots/unisex-2427-original-lace-up-ankle-boot--rustic-black/2427
99,STEVE MADDEN,                                                            Steve Madden                                                        Sahly                            Women                                                    , sahly-blk,149.99,"Experience sophisticated style with comfort in the Steve Madden Sahly boots. These heeled Chelsea boots boast a blend of manmade upper and textile lining for comfort and support. These pull-up boots have a high heel that not only adds a touch of elegance to any outfit, from skirts to pants and everything inbetween. These round-toe boots have lugged synthetic outsole for secure footing.                          Features & Benefits                         Man-made upper materialMan-made liningMan-made sockMan-made sole3.5 inch heel height                               Design Elements                         Textile LiningTextile Upper",https://www.softmoc.com/ca/i/steve-madden/womens/boots/lds-sahly-heeled-ankle-boot--black/sahlyblk
101,STEVE MADDEN,                                                            Steve Madden                                                        Locole                            Women                                                    , locole-blk,139.99,"Set atop a block heel and a pointed toe, make Locole heeled black ankle boot from Steve Madden your go-to bootie for when temperatures drop. Featuring a vegan leather upper. These  boots have a high heel that not only adds a touch of elegance to any outfit, from skirts to pants and everything inbetween.                          Features & Benefits                         Vegan leather upper materialVegan leather sockVegan leather liningLightly cushioned footbedSynthetic sole3.5 inch heel heightSide zipper for easy on/off                               Design Elements                         Textile LiningTextile Upper",https://www.softmoc.com/ca/i/steve-madden/womens/boots/lds-locole-heeled-ankle-boot--black/locoleblk
103,SOREL,                                                            Sorel                                                        Out N About IV Splashy                            Women                                                    , 2111261-495,169.99,"Step up style and functionality as you take on the roads wearing the Out N About IV Splashy Boot from Sorel.  This ankle-high, waterproof boots comes detailed in a rubber upper to protect you from the lightest showers to the heaviest rain pours. Featuring a leather upper with custom textile lining. A molded polyurethane STEADYSOLE footbed and midsole with vulcanized rubber foxing tape. Molded EVERTREAD rubber outsole.                          Features & Benefits                         Leather upper with detailed rubber upperCustom textile liningMolded polyurethane STEADYSOLE footbedVulcanized rubber foxing tapeFeature a waterproof leather collar and tongueTwo tone D-ring hardware on heel overlayLace-up closure for a customized fitMolded EVERTREAD rubber outsole                               Design Elements                         WaterproofRubber SoleLaceLeather & RubberPolyurethaneRubberTextile LiningVulcanized Rubber",https://www.softmoc.com/ca/i/sorel/womens/boots/lds-out-n-about-iv-splashy-waterproof-boot--arctic-seaoptimized-orange/2111261495
104,STEVE MADDEN,                                                            Steve Madden                                                        Lavan                            Women                                                    , lavan-blklth,224.99,"A point toe stiletto boot, the knee-high Lavan black leather high dress boot from Steve Madden  is the answer to every smart-casual styling dilemma this season! Prepped to complement all your dresses and skirts, this pair is grounded atop slim, stiletto heels for a feminine finish. You will want to make the Lavan a must-have for your wardrobe this season!                          Features & Benefits                         Leather upperStiletto knee bootZipper closure at sidePoint toeLightly cushioned footbedSynthetic sole                               Design Elements                         LeatherZipper Entry",https://www.softmoc.com/ca/i/steve-madden/womens/boots/lds-lavan-leather-knee-high-dress-boot--black/lavanblklth
